Reference area,AR:Argentina,AT:Austria,AU:Australia,BE:Belgium,BR:Brazil,CA:Canada,CH:Switzerland,CL:Chile,CN:China,CO:Colombia,DE:Germany,DK:Denmark,ES:Spain,FI:Finland,FR:France,GB:United Kingdom,HK:Hong Kong SAR,HU:Hungary,IE:Ireland,IN:India,IT:Italy,JP:Japan,KR:South Korea,LK:Sri Lanka,MX:Mexico,MY:Malaysia,NL:Netherlands,NO:Norway,NZ:New Zealand,PT:Portugal,RU:Russia,SE:Sweden,TR:Turkey,US:United States,UY:Uruguay,VE:Venezuela,XM:Euro area,XW:World,ZA:South Africa
Currency,ARS:Argentine Peso,EUR:Euro,AUD:Australian Dollar,EUR:Euro,BRL:Brazilian Real,CAD:Canadian Dollar,CHF:Swiss Franc,CLP:Chilean Peso,CNY:Yuan Renminbi,COP:Colombian Peso,EUR:Euro,DKK:Danish Krone,EUR:Euro,EUR:Euro,EUR:Euro,GBP:Pound Sterling,HKD:Hong Kong Dollar,HUF:Hungarian Forint,EUR:Euro,INR:Indian Rupee,EUR:Euro,JPY:Japanese Yen,KRW:Korean Won,LKR:Sri Lanka Rupee,MXN:Mexican Peso,MYR:Malaysian Ringgit,EUR:Euro,NOK:Norwegian Krone,NZD:New Zealand Dollar,EUR:Euro,RUB:Russian Rouble,SEK:Swedish Krona,TRY:Turkish Lira,USD:US Dollar,UYU:Uruguayan Peso,VEF:Bolivar Fuerte,EUR:Euro,XDR:SDR,ZAR:South African Rand
Collection,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period
Time Period,D:AR:ARS:A,D:AT:EUR:A,D:AU:AUD:A,D:BE:EUR:A,D:BR:BRL:A,D:CA:CAD:A,D:CH:CHF:A,D:CL:CLP:A,D:CN:CNY:A,D:CO:COP:A,D:DE:EUR:A,D:DK:DKK:A,D:ES:EUR:A,D:FI:EUR:A,D:FR:EUR:A,D:GB:GBP:A,D:HK:HKD:A,D:HU:HUF:A,D:IE:EUR:A,D:IN:INR:A,D:IT:EUR:A,D:JP:JPY:A,D:KR:KRW:A,D:LK:LKR:A,D:MX:MXN:A,D:MY:MYR:A,D:NL:EUR:A,D:NO:NOK:A,D:NZ:NZD:A,D:PT:EUR:A,D:RU:RUB:A,D:SE:SEK:A,D:TR:TRY:A,D:US:USD:A,D:UY:UYU:A,D:VE:VEF:A,D:XM:EUR:A,D:XW:XDR:A,D:ZA:ZAR:A
1988/05/06,,0.85776,1.298706,0.870852,5.20E-08,1.232801,1.400005,243.77,3.7314,288.06,0.858359,6.473018,0.668928,0.674267,0.870258,0.535763,7.814,47.73999,0.798981,13.28,0.646477,124.700063,742.7,30.983,2.295,2.587,0.854243,6.162516,1.460494,0.685989,,5.881016,0.00128,1,,,0.809546,0.7251,2.22
1988/05/09,,0.858703,1.299042,0.871098,5.25E-08,1.237904,1.398504,243.77,3.7314,288.37,0.859073,6.474002,0.667545,0.673761,0.869417,0.53135,7.814,47.78998,0.79898,13.25,0.645261,124.549755,741.8,30.98,2.295,2.586,0.854968,6.167498,1.454547,0.686097,,5.878002,0.001284,1,,,0.808702,0.7244,2.2
1988/05/10,,0.858339,1.289991,0.870354,5.30E-08,1.238,1.395999,241.81,3.7314,288.7,0.858459,6.469501,0.669528,0.672584,0.867588,0.531067,7.8105,47.829979,0.798176,13.26,0.644926,124.450405,740.9,30.978,2.295,2.587,0.854332,6.152505,1.449274,0.685134,,5.870002,0.001286,1,,,0.807931,0.7241,2.2
1988/05/11,,0.856742,1.290991,0.86955,5.34E-08,1.236699,1.393006,242.17,3.7314,289.01,0.857285,6.431511,0.67049,0.671996,0.867741,0.530308,7.813,47.76004,0.797125,13.24,0.644927,124.200187,740,30.978,2.295,2.581,0.853108,6.140012,1.452859,0.684542,,5.861511,0.001287,1,,,0.807076,0.7233,2.2
1988/05/12,,NaN,NaN,NaN,5.39E-08,NaN,NaN,242.56,3.7314,289.33,NaN,NaN,NaN,NaN,NaN,NaN,7.8161,NaN,NaN,13.28,NaN,NaN,739.1,30.993,2.295,2.58,NaN,NaN,NaN,NaN,,NaN,0.001289,1,,,NaN,0.7249,2.2
1988/05/13,,0.858632,1.292831,0.870915,,1.232206,1.397508,243.69,3.7314,289.65,0.859229,6.448021,0.66995,0.672418,0.868733,0.528822,7.815,47.819992,0.79873,13.25,0.645315,124.520649,739.2,30.99,2.295,2.581,0.854879,6.14002,1.445092,0.685201,,5.867519,0.001293,1,,,0.808009,0.7197,2.21
1988/05/16,,0.862044,1.294493,0.874257,5.44E-08,1.231501,1.402501,244.68,3.7314,289.65,0.862548,6.464992,0.67151,0.674517,0.87216,0.52938,7.81,47.800039,0.801803,13.26,0.647765,124.800136,738.3,30.99,2.295,2.583,0.858324,6.159494,1.447176,0.687073,,5.883492,0.001295,1,,,0.810806,0.725,2.2
1988/05/17,,0.8603,1.297186,0.871655,5.48E-08,1.237501,1.400495,244.8,3.7314,289.94,0.86035,6.447496,0.670729,0.67477,0.869645,0.532141,7.815,47.859988,0.799583,13.33,0.646268,124.7701,738.4,30.988,2.295,2.59,0.855874,6.146998,1.452012,0.687084,,5.877997,NaN,1,,,0.809507,0.7255,2.21
1988/05/18,,0.871349,1.293666,0.882502,5.53E-08,1.240002,1.422003,245.09,3.7314,290.24,0.871958,6.525011,0.677762,0.680405,0.88009,0.538359,7.8155,47.889983,0.809886,13.31,0.653758,125.500209,738.5,30.988,2.295,2.593,0.866949,6.20551,1.452438,0.694038,,5.930009,NaN,1,,,0.819679,0.7299,2.22
1988/05/19,,0.86793,1.291482,0.8794,5.58E-08,1.242394,1.4135,245.55,3.7314,290.56,0.868683,6.498984,0.675656,0.676955,0.876808,0.535761,7.8185,48.189983,0.807205,13.33,0.651457,124.769339,738.6,31.008,2.295,2.589,0.863451,6.186987,1.451377,0.691686,,5.910985,NaN,1,,,0.8165,0.728,2.22
1988/05/20,,0.869822,1.277634,0.880643,5.63E-08,1.242002,1.418005,246.18,3.7314,290.88,0.870476,6.491009,0.67632,0.678219,0.877803,0.536625,7.8155,48.079999,0.808649,13.37,0.652389,124.930485,737.7,31.01,2.295,2.5845,0.865178,6.193505,1.441133,0.692706,,5.917508,0.001295,1,,,0.817822,0.7287,2.22
1988/05/23,,NaN,NaN,NaN,5.68E-08,NaN,NaN,246.88,3.7314,291.21,NaN,NaN,NaN,NaN,NaN,NaN,7.816,NaN,NaN,13.36,NaN,NaN,737.8,31.01,2.295,2.5845,NaN,NaN,NaN,NaN,,NaN,0.001303,1,,,NaN,0.7282,2.22
1988/05/24,,0.868075,1.273073,0.878347,5.73E-08,1.241398,1.4165,248.3,3.7314,291.54,0.868939,6.473487,0.674815,0.676619,0.875437,0.534472,7.817,48.099986,0.807258,13.34,0.651767,124.099807,736.9,31.01,2.295,2.585,0.863451,6.176489,1.439469,0.691353,,5.904989,0.001305,1,,,0.815947,0.7268,2.22
1988/05/25,,0.869967,1.270646,0.879403,5.78E-08,1.243203,1.422003,248.6,3.7314,291.87,0.870731,6.481505,0.676079,0.677461,0.876354,0.536481,7.815,48.099995,0.808596,13.39,0.652544,124.350506,735.9,31.015,2.295,2.5855,0.865042,6.187507,1.432664,0.692492,,5.915005,0.001306,1,,,0.817488,0.7277,2.22
1988/05/26,,0.872798,1.252344,0.882126,5.82E-08,1.236195,1.425493,247.72,3.7314,292.19,0.873232,6.510477,0.67806,0.679645,0.878713,0.537055,7.816,48.139981,0.810555,13.39,0.655071,124.519625,736,31.013,2.295,2.586,0.867715,6.203479,1.431633,0.694179,,5.92798,0.00131,1,,,0.819753,0.7289,2.23
1988/05/27,,0.875632,1.237925,0.886092,5.85E-08,1.238697,1.430497,247.64,3.7314,292.52,0.876095,6.519975,0.680163,0.68057,0.878332,0.538066,7.816,48.239987,0.812941,13.39,0.656027,124.74962,736.1,31.013,2.295,2.586,0.870392,6.214476,1.431631,0.695731,,5.938977,0.001313,1,,,0.821591,0.7292,2.23
1988/05/30,,0.882686,1.242704,0.892976,,1.2382,1.441502,248.61,NaN,292.83,0.883259,6.564013,0.685576,0.684358,0.885121,0.541566,NaN,48.240038,0.819399,NaN,0.660963,125.099974,NaN,NaN,2.295,NaN,0.877477,6.247009,1.439473,0.700074,,5.970012,0.001317,1,,,0.827945,NaN,NaN
1988/05/31,,0.880648,1.240228,0.892726,5.90E-08,1.2374,1.438498,248.07,3.7314,293.16,0.881313,6.554993,0.684312,0.684188,0.884508,0.541564,7.814,48.460031,0.817393,13.47,0.660186,125.000207,736.2,31.013,2.295,2.589,0.876385,6.241989,1.442996,0.699514,,5.970993,0.001323,1,,,0.826918,0.7327,2.24
1988/06/01,,0.880357,1.235021,0.892168,5.95E-08,1.233597,1.435497,247.89,3.7314,293.48,0.880546,6.562491,0.684853,0.686122,0.886947,0.546836,7.815,48.550001,0.81755,13.51,0.661684,125.099803,736.3,31.025,2.295,2.588,0.875749,6.269493,1.429591,0.70085,,5.999491,0.001324,1,,,0.82824,0.7331,2.23
1988/06/02,,0.883517,1.243777,0.896194,5.99E-08,1.233992,1.441993,NaN,3.7314,293.79,0.88402,6.587478,0.686353,0.692427,0.891214,0.553555,7.815,48.529992,0.820772,13.59,0.664678,126.099883,736.4,31.043,2.295,2.594,0.880467,6.294476,1.43678,0.703552,,6.03598,0.001325,1,,,0.832771,0.7365,2.26
1988/06/03,,0.880936,1.239149,0.893962,6.04E-08,1.229398,1.43649,248.87,3.7314,294.11,0.881617,6.564974,0.684851,0.691418,0.889155,0.556017,7.8155,48.61999,0.818866,13.58,0.662095,125.819485,736.5,31.043,2.295,2.5845,0.87856,6.302472,1.428767,0.703831,,6.020975,0.00133,1,,,0.831331,0.7361,2.23
1988/06/06,,0.87949,1.259925,0.892172,6.09E-08,1.231709,1.436006,249.18,3.7314,294.11,0.879885,6.553524,0.683413,0.688396,0.886799,0.55525,7.8175,48.529971,0.816555,13.6,0.660551,126.370764,735.6,31.065,2.295,2.5845,0.876843,6.281022,1.442386,0.702739,,6.014022,0.00133,1,,,0.829635,0.7357,2.24
1988/06/07,,0.875638,1.255968,0.888267,6.13E-08,1.231403,1.427001,249.28,3.7314,294.46,0.875948,6.527521,0.680168,0.684864,0.882835,0.551573,7.8165,48.509971,0.813156,13.6,0.657658,125.650469,734.7,31.063,2.295,2.58,0.872985,6.254523,1.439272,0.69993,,5.988019,0.00133,1,,,0.82573,0.7333,2.24
1988/06/08,,0.876944,1.238854,0.889195,6.18E-08,1.223002,1.430004,249.33,3.7314,294.77,0.87748,6.527504,0.680827,0.684189,0.883366,0.548998,7.8118,48.340038,0.814249,13.58,0.65807,125.199699,733.2,31.063,2.295,2.578,0.874026,6.248503,1.430004,0.699954,,5.978004,0.00133,1,,,0.826057,0.7326,2.24
1988/06/09,,0.879997,1.244092,0.892171,6.23E-08,1.221502,1.436499,248.67,3.7314,295.1,0.880191,6.543514,0.683352,0.686292,0.885273,0.551361,7.812,48.359989,0.816606,13.59,0.660343,125.149988,732.6,31.068,2.295,2.574,0.877023,6.270518,1.430823,0.702259,,5.996013,0.001333,1,,,0.828665,0.7337,2.24
1988/06/10,,0.877673,1.237631,0.890189,6.28E-08,1.217506,1.433002,247.17,3.7314,295.4,0.878096,6.534023,0.682151,0.685536,0.884055,0.549362,7.812,48.509972,0.814668,13.62,0.659466,124.850344,731.9,31.068,2.295,2.5745,0.875027,6.285024,1.422882,0.700664,,5.996021,0.001336,1,,,0.826829,0.733,2.23
1988/06/13,,0.881956,1.237929,0.89415,6.32E-08,1.221696,1.443499,246.87,3.7314,295.4,0.881977,6.554987,0.684732,0.689233,0.888319,0.548997,7.81,48.389961,0.818603,13.61,0.6622,125.199595,731.9,31.08,2.295,2.576,0.878653,6.318489,1.416427,0.703304,,6.014987,0.001337,1,,,0.829917,0.734,2.24
1988/06/14,,0.888207,1.245176,0.895763,6.37E-08,1.220003,1.444496,246.18,3.7314,295.72,0.88387,6.564497,0.685754,0.689738,0.889235,0.551267,7.806,48.520009,0.820138,13.68,0.66313,125.350121,732,31.085,2.295,2.58,0.88056,6.305495,1.419248,0.704013,,6.018497,0.00134,1,,,0.831642,0.7344,2.26
1988/06/15,,0.894893,1.245798,0.907104,6.42E-08,1.219302,1.465496,246.05,3.7314,296.05,0.895169,6.639497,0.69477,0.697223,0.89983,0.560381,7.808,48.560007,0.830219,13.77,0.671265,126.300181,732.1,31.085,2.295,2.581,0.892086,6.362501,1.420456,0.712553,,6.079498,0.001347,1,,,0.842495,0.7405,2.28
1988/06/16,,0.892641,1.237321,0.905184,6.47E-08,1.214304,1.4555,246.36,3.7314,296.36,0.892359,6.643507,0.693088,0.695542,0.89823,0.558442,7.8025,48.959991,0.827353,13.76,0.669974,125.869965,732.2,31.09,2.295,2.578,0.889637,6.342507,1.41523,0.711117,,6.063006,0.001352,1,,,0.840343,0.7402,2.28
1988/06/17,,0.896198,1.230161,0.908713,6.52E-08,1.213993,1.457495,246.34,3.7314,296.68,0.896292,6.671978,0.69597,0.698146,0.901276,0.561481,7.804,48.989992,0.829946,13.85,0.671986,125.799973,731.5,31.088,2.295,2.58,0.893853,6.358975,1.399776,0.713638,,6.08198,0.001352,1,,,0.843853,0.7406,2.29
1988/06/20,,0.897073,1.217283,0.910637,6.57E-08,1.210399,1.458503,246.72,3.7314,297,0.897368,6.673999,0.696393,0.698821,0.902346,0.560381,7.804,49.000034,0.829298,13.82,0.672685,126.149974,731.6,31.113,2.295,2.5775,0.896034,6.362501,1.380644,0.71384,,6.091,0.001355,1,,,0.844637,0.7412,2.28
1988/06/21,,0.89824,1.214337,0.911694,6.63E-08,1.207007,1.461004,248.06,3.7314,297.31,0.898395,6.680027,0.697598,0.699496,0.903645,0.56007,7.801,49.010407,0.830277,13.82,0.673463,126.40069,731.7,31.135,2.295,2.579,0.8969,6.369527,1.391796,0.71486,,6.094025,0.001358,1,,,0.845444,0.7422,2.28
1988/06/22,,0.906231,1.220262,0.919934,6.68E-08,1.209998,1.471502,248.63,3.7314,297.62,0.906522,6.739007,0.705349,0.704708,0.91035,0.56354,7.802,49.099961,0.837448,13.9,0.678883,128.499821,731.9,31.165,2.295,2.583,0.905746,6.408504,1.391787,0.7202,,6.138506,0.00136,1,,,0.852471,0.746,2.29
1988/06/23,,0.91517,1.22399,0.928921,6.74E-08,1.206606,1.481501,249.62,3.7314,297.95,0.915214,6.806011,0.711179,0.713034,0.919269,0.570062,7.801,49.180034,0.845479,13.97,0.685778,128.799972,731.9,31.183,2.295,2.588,0.914913,6.461507,1.421064,0.726585,,6.18251,0.001366,1,,,0.861037,0.7514,2.3
1988/06/24,,0.918948,1.213298,0.93177,6.80E-08,1.205496,1.49,250.99,3.7314,298.28,0.918178,6.828499,0.713702,0.715639,0.921478,0.57323,7.8015,49.559996,0.848698,13.98,0.687507,129.799825,732,31.183,2.295,2.5935,0.918224,6.501499,1.408453,0.73024,,6.202499,0.001372,1,,,0.863938,0.7535,2.3
1988/06/27,,0.932177,1.232594,0.946398,6.87E-08,1.214605,1.509504,250.34,3.7314,298.62,0.932394,6.921018,0.724822,0.727078,0.936878,0.588861,7.8,49.699987,0.861251,14.17,0.697735,131.150754,732.1,31.298,2.295,2.601,0.932566,6.613516,1.457727,0.740597,,6.272516,0.001376,1,,,0.878773,0.7611,2.31
1988/06/28,,0.920471,1.233038,0.934556,6.93E-08,1.2045,1.489496,248.86,3.7314,298.95,0.920323,6.832979,0.716164,0.719674,0.925134,0.579876,7.798,50.160037,0.850686,14.08,0.689855,130.4998,732.2,31.328,2.295,2.596,0.920854,6.526482,1.451373,0.732158,,6.205981,0.001384,1,,,0.867408,0.7545,2.3
1988/06/29,,0.932466,1.266629,0.946211,7.00E-08,1.213001,1.508002,NaN,3.7314,299.28,0.931984,6.92251,0.726625,0.728507,0.936572,0.584625,7.804,49.759996,0.861542,14.14,0.698096,132.899969,731.5,31.328,2.295,2.612,0.93311,6.603511,1.481482,0.740362,,6.266009,0.001382,1,,,0.877848,0.7631,2.32
1988/06/30,,0.931155,1.261828,0.944534,7.06E-08,1.211993,1.508493,250.79,3.7314,299.28,0.929935,6.906982,0.730529,0.726738,0.93512,0.585136,7.8035,50.170029,0.859555,14.07,0.696957,133.399358,731.6,31.328,2.295,2.61,0.930792,6.62548,1.485881,0.740204,,6.265984,0.001389,1,,,0.87644,0.763,2.33
1988/07/01,,0.932466,1.266308,0.946397,7.12E-08,1.218003,1.514503,249.24,3.7314,299.6,0.931728,6.923508,0.731132,0.730441,0.936343,0.588236,7.81,50.130009,0.861717,14.14,0.698638,134.399761,731.4,31.478,2.295,2.617,0.932383,6.665006,1.477108,0.742097,,6.291007,0.001391,1,,,0.878441,0.7647,2.34
1988/07/04,,0.932974,1.279103,0.946706,7.18E-08,1.221697,1.517004,251.13,NaN,299.6,0.932597,6.924005,0.730651,0.7333,0.936876,0.591612,NaN,50.14998,0.862829,NaN,0.699283,134.849844,NaN,NaN,2.295,NaN,0.932746,6.685007,1.496561,0.7431,,6.304505,0.001393,1,,,0.879647,NaN,NaN
1988/07/05,,0.932972,1.267103,0.946579,7.24E-08,1.213993,1.517999,251.6,3.7314,299.94,0.93239,6.918985,0.729387,0.732205,0.935883,0.5891,7.819,50.229997,0.862827,14.12,0.699023,134.35984,731.6,31.538,2.295,2.6255,0.932789,6.659486,1.480384,0.742499,,6.294987,0.001396,1,,,0.878858,0.7651,2.34
1988/07/07,,0.928321,1.244549,0.94156,7.36E-08,1.2042,1.5085,251.64,3.7314,300.61,0.927635,6.891489,0.722716,0.728421,0.931386,0.582071,7.814,50.100021,0.858394,14.02,0.695408,131.81977,730,31.618,2.295,2.618,0.927072,6.601489,1.449273,0.738135,,6.263991,0.0014,1,,,0.873546,0.7604,2.34
1988/07/08,,0.931954,1.247188,0.946145,7.42E-08,1.204901,1.514994,251.91,3.7314,300.93,0.932082,6.923481,0.724999,0.730354,0.93512,0.584452,7.816,50.050008,0.861771,14.02,0.697344,132.420031,729.2,31.638,2.295,2.621,0.931381,6.614983,1.458362,0.740403,,6.278983,0.001401,1,,,0.877332,0.7618,2.35
1988/07/11,,0.941764,1.260708,0.956246,7.48E-08,1.2066,1.531991,251.07,3.7314,301.23,0.941541,7.022478,0.732211,0.735736,0.945257,0.589273,7.819,50.170017,0.869681,14.07,0.704961,133.099316,729.3,31.698,2.295,2.6245,0.941863,6.691478,1.484337,0.747377,,6.330981,0.001407,1,,,0.886431,0.7664,2.36
1988/07/12,,0.941551,1.261832,0.955817,7.55E-08,1.207204,1.526999,250.68,3.7314,301.52,0.94129,7.010014,0.731734,0.735067,0.945567,0.591542,7.819,50.489966,0.870401,14.07,0.704836,132.700443,729.4,31.738,2.295,2.6245,0.942413,6.688515,1.480388,0.747615,,6.335013,0.001413,1,,,0.886816,0.7661,2.38
1988/07/13,,0.94119,1.253138,0.956129,7.62E-08,1.208006,1.527502,249.66,3.7314,301.8,0.941548,7.018527,0.732636,0.735321,0.946864,0.590252,7.819,50.470032,0.871597,14.06,0.705096,132.820636,728.7,31.768,2.295,2.625,0.942868,6.69153,1.47711,0.74798,,6.333025,0.001415,1,,,0.88702,0.7657,2.39
1988/07/14,,0.94409,1.253918,0.958973,7.68E-08,1.207493,1.531997,249.21,3.7314,302.09,0.944354,7.041981,0.735757,0.736241,0.949679,0.591364,7.8175,50.439965,0.874835,14.09,0.707157,133.149496,728.8,31.808,2.295,2.624,0.945585,6.712484,1.506476,0.75011,,6.351482,0.001417,1,,,0.889537,0.7669,2.41
1988/07/15,,0.949686,1.257066,0.963994,7.76E-08,1.208299,1.539501,247.88,3.7314,302.37,0.949978,7.078482,0.741106,0.74053,0.954786,0.594706,7.817,50.600021,0.879074,14.1,0.710901,133.999428,728.9,31.858,2.295,2.635,0.950531,6.767487,1.545118,0.754121,,6.385984,0.00142,1,,,0.894486,0.7697,2.44
1988/07/18,,0.967131,1.264544,0.981288,7.84E-08,1.211402,1.569005,247.54,3.7314,302.66,0.96711,7.201509,0.753069,0.753315,0.972474,0.602592,7.8165,50.709982,0.893617,14.08,0.723815,135.230624,729,31.938,2.295,2.638,0.967778,6.881512,1.542739,0.765297,,6.473008,0.001431,1,,,0.910117,0.7771,2.46
1988/07/19,,0.952159,1.246575,0.967033,7.92E-08,1.203204,1.545496,246.98,3.7314,302.95,0.952792,7.095999,0.74255,0.744231,0.958371,0.592066,7.817,54.309983,0.880051,14.06,0.713356,133.950407,729.1,31.938,2.295,2.6305,0.953755,6.793497,1.518145,0.75508,,6.398999,0.001434,1,,,0.896475,NaN,2.43
1988/07/20,,0.948526,1.238697,0.963439,8.00E-08,1.196502,1.539,245.77,3.7314,302.95,0.949214,7.061005,0.738945,0.740532,0.954255,0.587338,7.811,53.88996,0.875984,14.06,0.710129,133.560018,728.3,31.968,2.295,2.6285,0.950716,6.754003,1.513315,0.751529,,6.375004,0.001433,1,,,0.892459,0.7672,2.42
1988/07/21,,0.938427,1.230018,0.953153,8.10E-08,1.194304,1.527508,245.42,3.7314,303.23,0.939655,6.99352,0.731554,0.734395,0.946254,0.579376,7.811,53.620013,0.867251,14.04,0.703416,132.200276,727.7,31.998,2.295,2.624,0.941234,6.69252,1.503763,0.74558,,6.327018,0.001432,1,,,0.883361,0.7647,2.4
1988/07/22,,0.93392,1.228955,0.94838,8.20E-08,1.196199,1.517502,245.97,3.7314,303.52,0.934387,6.947009,0.727706,0.730357,0.939468,0.576369,7.81,53.699967,0.864298,14.06,0.698638,130.799831,727.2,31.988,2.295,2.624,0.93615,6.657507,1.494766,0.741474,,6.299008,0.00143,1,,,0.878164,0.7595,2.4
1988/07/25,,0.939443,1.231985,0.953214,8.30E-08,1.205499,1.529006,246.87,3.7314,303.81,0.939551,6.978508,0.73023,0.733468,0.944804,0.576801,7.805,53.240014,0.868316,14.06,0.701917,131.700474,726.7,31.988,2.295,2.623,0.940914,6.680004,1.490978,0.745055,,6.321007,NaN,1,,,0.882309,0.7621,2.42
1988/07/26,,0.947438,1.243014,0.962015,8.41E-08,1.213501,1.544501,245.9,3.7314,304.11,0.948449,7.042019,0.737144,0.738347,0.953724,0.582074,7.807,53.370024,0.876651,14.11,0.708271,132.250423,726.8,32.018,2.295,2.629,0.949855,6.731517,1.50944,0.750489,,6.366017,NaN,1,,,0.890551,0.766,2.44
1988/07/27,,0.956742,1.250474,0.972181,8.52E-08,1.212501,1.557503,245.06,3.7314,304.42,0.957756,7.110031,0.743756,0.743226,0.962262,0.586857,7.8085,53.600511,0.88527,14.1,0.714935,133.200284,726.9,32.038,2.295,2.632,0.95925,6.79203,1.520456,0.756665,,6.414528,NaN,1,,,0.898981,0.7696,2.43
1988/07/28,,0.946852,1.238386,0.962259,8.65E-08,1.208296,1.542998,244.77,3.7314,304.73,0.947779,7.038484,0.733534,0.736325,0.953185,0.576368,7.81,53.820026,0.875739,14.14,0.707467,132.049709,727,32.038,2.295,2.632,0.949488,6.722483,1.490311,0.748858,,6.354486,0.00143,1,,,0.888936,0.7653,2.44
1988/07/29,,0.955796,1.246888,0.972738,8.77E-08,1.211508,1.559006,244.74,3.7314,305.03,0.958675,7.113524,0.74075,0.743898,0.963329,0.585482,7.807,53.680031,0.884838,14.17,0.714469,132.850385,726.6,32.018,2.295,2.637,0.96061,6.785021,1.508301,0.755951,,6.413022,0.001439,1,,,0.899345,0.7713,2.44
1988/08/01,,0.957396,1.241162,0.973606,8.84E-08,1.210008,1.56251,244.8,3.7314,305.36,0.959035,7.121031,0.742013,0.744571,0.96333,0.584115,7.806,54.010486,0.885456,14.18,0.71465,132.900145,726.7,32.088,2.295,2.64,0.961111,6.798527,1.50603,0.758226,,6.427028,0.001444,1,,,0.899353,0.7706,2.45
1988/08/02,,0.954197,1.245329,0.970568,8.91E-08,1.206006,1.558002,244.85,3.7314,305.65,0.956118,7.102018,0.738646,0.743393,0.961651,0.583092,7.807,54.140034,0.882623,14.16,0.712196,132.770637,726.3,32.073,2.295,2.638,0.958295,6.775014,1.507844,0.756523,,6.423016,0.001445,1,,,0.896966,0.7683,2.45
1988/08/03,,0.957903,1.244252,0.97379,8.99E-08,1.205599,1.564506,245.19,3.7314,305.94,0.959493,7.126019,0.741771,0.745915,0.9647,0.585928,7.8065,53.919975,0.885269,14.17,0.714985,133.080385,726,32.123,2.295,2.639,0.960928,6.798515,1.504897,0.759731,,6.441017,0.001443,1,,,0.900171,0.771,2.46
1988/08/04,,0.960005,1.245017,0.97583,9.06E-08,1.205199,1.569996,245.48,3.7314,306.22,0.961737,7.148977,0.743209,0.74692,0.966752,0.585479,7.806,54.149967,0.887243,14.17,0.716659,132.999333,726.1,32.118,2.295,2.64,0.963508,6.810476,1.502625,0.761268,,6.441979,0.001453,1,,,0.901892,0.7706,2.46
1988/08/05,,0.960592,1.24224,0.976579,9.14E-08,1.205703,1.569505,245.33,3.7314,306.51,0.962356,7.14902,0.743574,0.747093,0.967597,0.585996,7.808,54.090043,0.887745,14.19,0.717154,133.050519,726.2,32.153,2.295,2.642,0.964603,6.817521,1.504897,0.761168,,6.442519,0.001453,1,,,0.9026,0.7724,2.47
1988/08/08,,0.972069,1.252654,0.987419,9.22E-08,1.210493,1.589492,245.41,3.7314,306.81,0.972985,7.249976,0.749159,0.753984,0.977957,0.589795,7.806,54.269963,0.897212,14.16,0.724845,133.949221,726.3,32.243,2.295,2.6435,0.975171,6.891475,1.498121,0.768201,,6.501979,0.001457,1,,,0.911976,0.7762,2.49
1988/08/09,,0.968294,1.249217,0.983643,9.30E-08,1.211599,1.583504,245.64,3.7314,307.1,0.969104,7.225008,0.745977,0.751464,0.974608,0.586167,7.806,54.519976,0.893931,14.17,0.722163,133.570371,726.4,32.248,2.295,2.648,0.970864,6.868004,1.483457,0.765456,,6.485507,0.001479,1,,,0.908191,0.7741,2.49
1988/08/10,,0.9805,1.251558,0.995724,9.38E-08,1.223095,1.604496,245.79,3.7314,307.4,0.981013,7.322484,0.75529,0.759703,0.987868,0.591645,7.8035,54.450032,0.905401,14.19,0.731947,134.64926,726.5,32.333,2.295,2.6515,0.983067,6.965487,1.487432,0.774202,,6.543985,0.001495,1,,,0.919371,0.7799,2.49
1988/08/11,,0.970906,1.247964,0.987357,9.46E-08,1.222296,1.590495,245.56,3.7314,307.69,0.971707,7.268977,0.74964,0.755161,0.980778,0.58806,7.804,54.879957,0.898355,14.17,0.726756,133.849128,726.6,32.368,2.295,2.6505,0.973764,6.909482,1.494762,0.76876,,6.49898,0.001515,1,,,0.911835,0.775,2.46
1988/08/12,,0.962187,1.248123,0.978868,9.53E-08,1.221802,1.577,245.52,3.7314,307.98,0.962863,7.207987,0.743451,0.749949,0.973538,0.584965,7.8035,54.440022,0.891732,14.14,0.72136,133.300168,726.1,32.363,2.295,2.646,0.96478,6.892491,1.500371,0.763828,,6.469488,0.001504,1,,,0.904503,0.772,2.44
