Reference area,AR:Argentina,AT:Austria,AU:Australia,BE:Belgium,BR:Brazil,CA:Canada,CH:Switzerland,CL:Chile,CN:China,CO:Colombia,DE:Germany,DK:Denmark,ES:Spain,FI:Finland,FR:France,GB:United Kingdom,HK:Hong Kong SAR,HU:Hungary,IE:Ireland,IN:India,IT:Italy,JP:Japan,KR:South Korea,LK:Sri Lanka,MX:Mexico,MY:Malaysia,NL:Netherlands,NO:Norway,NZ:New Zealand,PT:Portugal,RU:Russia,SE:Sweden,TR:Turkey,US:United States,UY:Uruguay,VE:Venezuela,XM:Euro area,XW:World,ZA:South Africa
Currency,ARS:Argentine Peso,EUR:Euro,AUD:Australian Dollar,EUR:Euro,BRL:Brazilian Real,CAD:Canadian Dollar,CHF:Swiss Franc,CLP:Chilean Peso,CNY:Yuan Renminbi,COP:Colombian Peso,EUR:Euro,DKK:Danish Krone,EUR:Euro,EUR:Euro,EUR:Euro,GBP:Pound Sterling,HKD:Hong Kong Dollar,HUF:Hungarian Forint,EUR:Euro,INR:Indian Rupee,EUR:Euro,JPY:Japanese Yen,KRW:Korean Won,LKR:Sri Lanka Rupee,MXN:Mexican Peso,MYR:Malaysian Ringgit,EUR:Euro,NOK:Norwegian Krone,NZD:New Zealand Dollar,EUR:Euro,RUB:Russian Rouble,SEK:Swedish Krona,TRY:Turkish Lira,USD:US Dollar,UYU:Uruguayan Peso,VEF:Bolivar Fuerte,EUR:Euro,XDR:SDR,ZAR:South African Rand
Collection,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period
Time Period,D:AR:ARS:A,D:AT:EUR:A,D:AU:AUD:A,D:BE:EUR:A,D:BR:BRL:A,D:CA:CAD:A,D:CH:CHF:A,D:CL:CLP:A,D:CN:CNY:A,D:CO:COP:A,D:DE:EUR:A,D:DK:DKK:A,D:ES:EUR:A,D:FI:EUR:A,D:FR:EUR:A,D:GB:GBP:A,D:HK:HKD:A,D:HU:HUF:A,D:IE:EUR:A,D:IN:INR:A,D:IT:EUR:A,D:JP:JPY:A,D:KR:KRW:A,D:LK:LKR:A,D:MX:MXN:A,D:MY:MYR:A,D:NL:EUR:A,D:NO:NOK:A,D:NZ:NZD:A,D:PT:EUR:A,D:RU:RUB:A,D:SE:SEK:A,D:TR:TRY:A,D:US:USD:A,D:UY:UYU:A,D:VE:VEF:A,D:XM:EUR:A,D:XW:XDR:A,D:ZA:ZAR:A
1988/08/15,,0.962913,1.246418,0.979178,9.61E-08,1.221,1.581498,NaN,3.7314,307.98,0.963374,7.216486,0.742549,0.750958,0.974376,0.585479,7.8045,54.200045,0.892797,14.15,0.722393,133.319756,725.6,32.403,2.295,2.644,0.965461,6.909491,1.509427,0.764157,,6.476988,0.001499,1,,,0.905182,0.7723,2.43
1988/08/16,,0.951726,1.242237,0.968894,9.69E-08,1.222998,1.565002,245.91,3.7314,308.26,0.953562,7.152017,0.73534,0.745074,0.963937,0.578873,7.805,54.209994,0.883236,14.12,0.714391,132.000609,725.7,32.428,2.295,2.643,0.955391,6.860019,1.512866,0.757047,,6.441015,0.001504,1,,,0.895648,0.7728,2.4
1988/08/17,,0.968731,1.245182,0.985255,9.77E-08,1.229306,1.595005,245.92,3.7314,308.55,0.969514,7.255017,0.747661,0.752727,0.978496,0.587028,7.8055,54.279956,0.897724,14.19,0.724978,133.450096,725.8,32.468,2.295,2.65,0.971364,6.91302,1.532572,0.768465,,6.493516,0.001503,1,,,0.909835,0.7749,2.46
1988/08/18,,0.966335,1.238853,0.983274,9.85E-08,1.229806,1.59051,245.68,3.7314,308.83,0.967369,7.240033,0.745559,0.75214,0.977508,0.587202,7.8045,54.530533,0.895636,14.2,0.723559,132.950324,725.9,32.543,2.295,2.649,0.96878,6.906534,1.528353,0.767544,,6.484529,0.001518,1,,,0.908323,0.7765,2.46
1988/08/19,,0.968145,1.228501,0.984382,9.93E-08,1.222999,1.592997,245.18,3.7314,309.12,0.968486,7.249978,0.746034,0.751798,0.978781,0.587887,7.804,54.649964,0.896515,14.22,0.724071,133.449436,725.6,32.635,2.295,2.654,0.970406,6.91998,1.550382,0.768326,,6.48498,0.001522,1,,,0.909422,0.7748,2.46
1988/08/22,,0.978905,1.228205,0.995295,1.00E-07,1.229207,1.611008,245.41,3.7314,309.41,0.979331,7.325017,0.753971,0.758613,0.989549,0.595239,7.806,54.47002,0.906052,14.35,0.731873,133.97002,725.3,32.725,2.295,2.6615,0.98103,6.98352,1.561284,0.776625,,6.537015,0.001524,1,,,0.919625,0.7783,2.48
1988/08/23,,0.975049,1.229255,0.992006,1.01E-07,1.231401,1.604997,245.75,3.7314,309.71,0.976156,7.316986,0.751264,0.755919,0.986648,0.595166,7.805,54.790006,0.903469,14.3,0.730011,133.949389,725.4,32.825,2.295,2.663,0.97794,6.96699,1.569116,0.774502,,6.527987,0.001534,1,,,0.917204,0.7774,2.46
1988/08/24,,0.965821,1.2288,0.982525,1.02E-07,1.230101,1.595502,246.01,3.7314,310,0.966698,7.254489,0.745975,0.751967,0.979255,0.593824,7.804,54.690002,0.895126,14.29,0.724381,134.09976,725.5,32.92,2.295,2.662,0.968774,6.932487,1.570352,0.770412,,6.49599,0.001534,1,,,0.909885,0.7768,2.45
1988/08/25,,0.954263,1.222188,0.970065,1.03E-07,1.232297,1.573493,245.97,3.7314,310.28,0.954169,7.171969,0.741045,0.744901,0.966141,0.591714,7.804,54.549976,0.884646,14.23,0.716013,133.49911,725.1,32.918,2.295,2.656,0.956065,6.887467,1.558843,0.762798,,6.441973,0.001533,1,,,0.899329,0.7732,2.42
1988/08/26,,0.95296,1.232593,0.969575,1.03E-07,1.235705,1.574505,246.1,3.7314,310.57,0.953561,7.164511,0.739967,0.745074,0.966223,0.592769,7.8045,54.180043,0.884713,14.28,0.7155,133.899844,724.6,32.918,2.295,2.6575,0.955708,6.882507,1.592103,0.763311,,6.44101,0.00153,1,,,0.899224,0.7719,2.42
1988/08/29,,0.954339,1.23533,0.970875,1.04E-07,1.237796,1.574996,245.91,3.7314,310.87,0.954786,7.176997,0.745555,0.746165,0.96584,0.593014,7.8025,54.000018,0.886008,14.28,0.716326,134.199726,724.7,32.918,2.295,2.67,0.956841,6.898499,1.673636,0.764886,,6.450998,0.001531,1,,,0.899993,0.7725,2.43
1988/08/30,,0.956593,1.243004,0.972362,1.05E-07,1.2393,1.577497,245.81,3.7314,311.16,0.956576,7.196001,0.744654,0.746586,0.968112,0.591891,7.804,54.060007,0.887495,14.32,0.717617,134.370409,724.8,32.888,2.295,2.67,0.958566,6.911503,1.656999,0.765535,,6.468001,NaN,1,,,0.901283,NaN,2.43
1988/08/31,,0.959423,1.243778,0.975891,1.06E-07,1.238297,1.584491,245.82,3.7314,311.44,0.959794,7.211473,0.745973,0.749442,0.971142,0.594882,7.8055,54.139986,0.890166,14.36,0.71968,136.449063,724.9,32.878,2.295,2.678,0.961784,6.922473,1.629983,0.768106,,6.482975,0.001534,1,,,0.904421,NaN,2.45
1988/09/02,,0.958195,1.260246,0.974225,1.08E-07,1.237203,1.579505,245.5,3.7314,312.04,0.958165,7.206527,0.748683,0.747766,0.971211,0.599163,7.807,54.250005,0.889612,14.44,0.721751,136.920766,725,32.968,2.295,2.674,0.960339,6.941529,1.66252,0.769199,,6.483025,0.001544,1,,,0.904699,NaN,2.44
1988/09/05,,0.948675,1.249696,0.96431,1.09E-07,1.233003,1.561002,246.29,NaN,312.32,0.94845,7.128528,0.741412,0.739693,0.961271,0.59365,NaN,54.20998,0.879811,NaN,0.713488,135.830318,NaN,NaN,2.295,NaN,0.950764,6.888527,1.61656,0.762271,,6.435025,0.001544,1,,,0.895512,NaN,NaN
1988/09/06,,0.944236,1.239157,0.960275,1.10E-07,1.234301,1.555998,246.45,3.7314,312.61,0.943945,7.097982,0.73774,0.737334,0.957606,0.587715,7.8125,53.819986,0.875257,14.39,0.711288,135.499305,724.2,32.963,2.295,2.6575,0.946129,6.846484,1.601278,0.758705,,6.408483,0.001542,1,,,0.89098,NaN,2.42
1988/09/07,,0.942134,1.243785,0.958546,NaN,1.238305,1.555508,245.65,3.7314,312.91,0.942468,7.085529,0.741051,0.735657,0.956774,0.586341,7.8085,53.84046,0.874057,14.38,0.711552,133.820886,723.7,32.96,2.295,2.651,0.944366,6.857524,1.603338,0.758191,,6.393026,0.001541,1,,,0.889696,NaN,2.4
1988/09/08,,0.945325,1.24378,0.9617,1.11E-07,1.239493,1.560994,245.26,3.7314,313.21,0.945631,7.112977,0.744171,0.738343,0.960578,0.589169,7.8085,53.640001,0.877312,14.4,0.714568,133.799496,723.2,32.963,2.295,2.648,0.947399,6.892479,1.607709,0.761377,,6.41398,0.001559,1,,,0.893033,0.7697,2.41
1988/09/09,,0.942128,1.24115,0.958415,1.12E-07,1.238197,1.557999,244.71,3.7314,313.51,0.942206,7.083478,0.740505,0.736072,0.955471,0.587888,7.809,53.769961,0.87285,14.43,0.711727,133.149181,723.3,32.963,2.295,2.6465,0.943679,6.897578,1.597952,0.758754,,6.39898,0.001563,1,,,0.889624,0.7676,2.41
1988/09/12,,0.943583,1.248123,0.959657,1.13E-07,1.237997,1.5585,244.67,3.7314,313.8,0.943332,7.091993,0.740807,0.737503,0.956236,0.588859,7.811,53.700026,0.873392,14.4,0.711806,133.649796,722.9,32.963,2.295,2.649,0.944951,6.877497,1.605907,0.759858,,6.403994,0.001562,1,,,0.890607,0.7686,2.43
1988/09/13,,0.943944,1.252656,0.96015,1.14E-07,1.237192,1.555993,245.16,3.7314,314.09,0.943944,7.102473,0.742127,0.736829,0.957529,0.58962,7.811,53.759983,0.873991,14.43,0.712062,133.169923,723,32.965,2.295,2.648,0.945311,6.862477,1.606416,0.759542,,6.399976,0.001565,1,,,0.891329,0.7678,2.43
1988/09/14,,0.948602,1.257074,0.965549,1.15E-07,1.224808,1.565008,245.53,3.7314,314.39,0.949217,7.137527,0.74664,0.740534,0.963481,0.591368,7.8105,53.720005,0.878836,14.44,0.715812,133.500296,722.7,32.968,2.295,2.656,0.950537,6.879527,1.616817,0.763568,,6.427025,0.00157,1,,,0.896041,0.7695,2.46
1988/09/15,,0.958558,1.252354,0.975279,1.17E-07,1.223703,1.582503,245.65,3.7314,314.69,0.958932,7.197028,0.75265,0.746337,0.972552,0.595808,7.811,53.819967,0.887498,14.48,0.723042,134.00009,722.8,32.995,2.295,2.66,0.960384,6.920532,1.629203,0.769793,,6.466025,0.001587,1,,,0.904691,NaN,2.46
1988/09/19,,0.955868,1.268238,0.971931,1.19E-07,1.221804,1.580005,NaN,3.7314,315.3,0.955914,7.17152,0.749885,0.743056,0.968511,0.596127,7.8125,54.20004,0.88416,14.52,0.71984,133.850164,722.9,32.33,2.295,2.662,0.957297,6.903516,1.64474,0.767946,,6.423018,0.001598,1,,,0.901974,0.7731,2.47
1988/09/20,,0.954922,1.272916,0.970876,1.20E-07,1.219798,1.578001,245.74,3.7314,315.6,0.955094,7.165009,0.748862,0.742046,0.968281,0.594708,7.812,54.119969,0.883174,14.49,0.718961,133.919931,722.5,32.995,2.295,2.667,0.956479,6.893511,1.632651,0.767387,,6.416008,0.001601,1,,,0.901071,0.7727,2.48
1988/09/21,,0.958263,1.285012,0.973911,1.22E-07,1.219001,1.583002,245.64,3.7314,315.89,0.958262,7.187492,0.750183,0.744147,0.970932,0.59648,7.812,54.100029,0.886254,14.56,0.720482,134.199443,722.6,32.995,2.295,2.6675,0.959336,6.908494,1.637996,0.769575,,6.432993,0.001604,1,,,0.903767,0.7742,2.48
1988/09/22,,0.959503,1.27878,0.975278,1.23E-07,1.219401,1.585008,245.78,3.7314,316.18,0.9598,7.194524,0.749765,0.746336,0.972171,0.598374,7.812,54.150009,0.887807,14.6,0.721932,134.349991,722.7,33.005,2.295,2.6695,0.960384,6.928526,1.631324,0.77052,,6.448021,0.00161,1,,,0.905305,0.7747,2.48
1988/09/23,,0.960083,1.277142,0.975773,1.24E-07,1.219504,1.586005,245.54,3.7314,316.48,0.960106,7.204516,0.749764,0.747177,0.97438,0.600062,7.813,54.250009,0.889922,14.58,0.724436,134.550531,722.6,33.01,2.295,2.6675,0.960746,6.935018,1.625494,0.771517,,6.455015,0.001617,1,,,0.906553,0.7754,2.48
1988/09/26,,0.963203,1.280898,0.978743,1.26E-07,1.222494,1.594993,245.77,3.7314,316.77,0.963526,7.222977,0.751564,0.749275,0.977805,0.60114,7.8125,54.290027,0.892419,14.6,0.725361,134.769404,722.5,33.013,2.295,2.6755,0.964099,6.95148,1.627337,0.77488,,6.46998,0.001623,1,,,0.909289,0.7777,2.49
1988/09/27,,0.96212,1.277306,0.977386,1.27E-07,1.217302,1.592509,245.85,3.7314,317.07,0.962153,7.21253,0.750006,0.747598,0.976211,0.59595,7.812,54.390483,0.89086,14.57,0.724463,134.530991,722.6,33.008,2.295,2.6725,0.962608,6.938527,1.615776,0.771908,,6.459027,0.001632,1,,,0.907087,0.7759,2.49
1988/09/28,,0.960662,1.276327,0.976329,1.28E-07,1.220703,1.592,246.03,3.7314,317.36,0.960973,7.202001,0.74838,0.746418,0.975445,0.593754,7.8115,54.350012,0.889609,14.56,0.723814,134.200467,722.3,33.005,2.295,2.6735,0.96147,6.934503,1.614726,0.770673,,6.447001,0.001637,1,,,0.905781,0.7745,2.48
1988/09/29,,0.962043,1.276812,0.977692,1.30E-07,1.217298,1.592499,246.25,3.7314,317.66,0.962302,7.221499,0.748019,0.746754,0.976588,0.593824,7.809,54.290015,0.890919,14.54,0.724331,134.250116,721.8,33.003,2.295,2.675,0.962604,6.933495,1.622061,0.771221,,6.446498,0.001643,1,,,0.906807,0.7749,2.49
1988/09/30,,0.960953,1.273886,0.976329,1.32E-07,1.215501,1.590498,246.38,3.7314,317.96,0.961024,7.210499,0.746156,0.745241,0.975369,0.59312,7.811,54.319972,0.890544,14.55,0.72304,134.570104,721.9,33.008,2.295,2.687,0.961515,6.917498,1.632655,0.770423,,6.435999,0.00165,1,,,0.905617,0.775,2.49
1988/10/03,,0.952814,1.273885,0.968148,1.33E-07,1.213198,1.580504,246.38,3.7314,318.26,0.952793,7.151501,0.741048,0.739522,0.967442,0.589275,7.8125,54.269969,0.883296,14.56,0.716997,133.650426,721.9,33.003,2.295,2.682,0.953393,6.885999,1.633987,0.765146,,6.393002,0.001655,1,,,0.898279,0.7722,2.49
1988/10/04,,0.949978,1.269841,0.96573,1.35E-07,1.209703,1.577995,245.89,3.7314,318.55,0.950235,7.141993,0.739244,0.737335,0.964849,0.588754,7.813,54.109987,0.880539,14.56,0.715654,133.249684,721.4,33,2.295,2.679,0.951349,6.87199,1.626016,0.763484,,6.379993,0.00167,1,,,0.896242,0.7702,2.49
1988/10/05,,0.953617,1.265352,0.969578,1.36E-07,1.206905,1.586506,NaN,3.7314,318.85,0.954177,7.175532,0.74057,0.740451,0.968818,0.59067,7.815,53.97047,0.883607,14.59,0.718292,133.720522,720.9,33.005,2.295,2.685,0.954894,6.899535,1.638817,0.762416,,6.396029,0.001684,1,,,0.899742,0.7717,2.5
1988/10/06,,0.951216,1.252505,0.967282,1.38E-07,1.209304,1.581499,245.93,3.7314,319.15,0.951669,7.164011,0.739246,0.738514,0.966604,0.590145,7.814,54.070008,0.881886,14.57,0.716843,133.350092,721,33.003,2.295,2.689,0.952486,6.88901,1.629996,0.764723,,6.37901,0.001708,1,,,0.897763,0.7707,2.49
1988/10/07,,0.95049,1.249688,0.966787,1.40E-07,1.208302,1.579503,246.37,3.7314,319.44,0.951005,7.153517,0.739247,0.737506,0.9663,0.58796,7.817,53.999964,0.880297,14.56,0.716198,133.170719,720.1,33.005,2.295,2.688,0.951489,6.882021,1.619437,0.763926,,6.372515,0.001717,1,,,0.896773,0.7715,2.49
1988/10/10,,0.947875,1.243325,0.963937,,1.208007,1.575002,247,NaN,319.74,0.948297,7.131525,0.738706,0.735404,0.963634,0.584455,NaN,54.050022,0.877864,NaN,0.714262,132.350654,NaN,NaN,2.295,NaN,0.949039,6.86252,1.605143,0.762061,,6.359022,0.001748,1,,,0.893887,NaN,NaN
1988/10/11,,0.94584,1.246573,0.96183,1.41E-07,1.206808,1.569502,247.14,3.7314,320.04,0.946302,7.126026,0.736062,0.733218,0.961652,0.582243,7.8175,53.890023,0.876349,14.62,0.712455,131.100568,717.7,32.998,2.295,2.69,0.946907,6.832529,1.603854,0.759931,,6.337023,0.00179,1,,,0.891798,0.7652,2.48
1988/10/13,,0.925194,1.232279,0.941496,1.45E-07,1.207198,1.533496,246.84,3.7314,320.62,0.926099,6.984973,0.720611,0.720262,0.941293,0.570058,7.815,53.679988,0.859263,14.67,0.697472,126.799183,714.7,33,2.295,2.677,0.92657,6.714977,1.592857,0.745879,,6.234975,0.0019,1,,,0.872966,0.7584,2.44
1988/10/14,,0.929779,1.233506,0.946027,1.46E-07,1.204505,1.536005,246.64,3.7314,320.92,0.930554,7.020521,0.723981,0.722874,0.946681,0.572412,7.8145,53.420002,0.863653,14.72,0.700447,127.500724,713.2,33,2.295,2.679,0.931114,6.735019,1.594902,0.748643,,6.255019,0.001898,1,,,0.877216,0.7559,2.45
1988/10/17,,0.925201,1.236561,0.941131,1.48E-07,1.205705,1.531506,246.66,3.7314,320.92,0.925953,6.986023,0.720976,0.720519,0.942519,0.570355,7.812,53.269975,0.860026,14.73,0.697064,127.150254,711.7,32.978,2.295,2.6795,0.926395,6.687522,1.597959,0.74584,,6.229521,0.001728,1,,,0.873111,0.7541,2.44
1988/10/18,,0.924398,1.23609,0.940136,1.50E-07,1.2018,1.5285,246.77,3.7314,321.23,0.925182,6.977496,0.714603,0.720349,0.941448,0.572245,7.814,53.039999,0.859033,14.74,0.696183,127.050332,710.8,32.983,2.295,2.679,0.925711,6.689498,1.614729,0.744605,,6.228997,0.001684,1,,,0.87276,0.7545,2.44
1988/10/19,,0.923961,1.222645,0.939825,1.53E-07,1.199998,1.527495,246.75,3.7314,321.53,0.924772,6.971489,0.714903,0.719675,0.941219,0.570287,7.8135,53.139977,0.8588,14.76,0.695537,127.220168,710.9,32.983,2.295,2.68,0.925302,6.680988,1.62074,0.74411,,6.22649,0.00168,1,,,0.872022,0.7532,2.45
1988/10/20,,0.919965,1.215806,0.936046,1.55E-07,1.198197,1.520999,246.8,3.7314,321.82,0.920734,6.945497,0.712259,0.716228,0.937942,0.566893,7.8135,53.040035,0.855502,14.75,0.692723,126.799684,710,32.985,2.295,2.674,0.9214,6.663498,1.612904,0.741493,,6.211998,0.001697,1,,,0.868259,0.7518,2.45
1988/10/21,,0.912919,1.221752,0.929356,1.57E-07,1.202002,1.513507,247.36,3.7314,322.12,0.914193,6.897025,0.708415,0.713119,0.932,0.568604,7.813,52.960033,0.850919,14.75,0.688956,126.650316,708.5,32.98,2.295,2.673,0.915142,6.635523,1.607206,0.738428,,6.195522,0.001677,1,,,0.863588,0.7497,2.43
1988/10/24,,0.913639,1.222933,0.928977,1.59E-07,1.196595,1.516495,248.01,3.7314,322.4,0.913931,6.901472,0.70811,0.712946,0.93146,0.57159,7.8115,52.749976,0.850059,14.78,0.688176,126.749078,707,32.98,2.295,2.672,0.914772,6.66347,1.612901,0.738981,,6.198475,0.001675,1,,,0.863849,0.7501,2.45
1988/10/25,,0.916625,1.223547,0.932082,1.61E-07,1.201703,1.522,248.27,3.7314,322.7,0.917005,6.92302,0.711179,0.715305,0.934515,0.571267,7.811,52.729966,0.851661,14.8,0.689678,126.950594,707.1,32.98,2.295,2.676,0.917728,6.685523,1.609015,0.740577,,6.223018,0.00168,1,,,0.866161,0.7516,2.46
1988/10/26,,0.909137,1.213297,0.92489,1.64E-07,1.199899,1.510001,248.1,3.7314,322.99,0.910099,6.860997,0.707091,0.712107,0.927499,0.568666,7.81,52.850005,0.845815,14.82,0.684693,126.369922,707.2,32.985,2.295,2.6715,0.910782,6.6375,1.595662,0.73654,,6.200998,0.001686,1,,,0.859964,0.7503,2.46
1988/10/27,,0.904635,1.212564,0.920122,1.66E-07,1.202202,1.491002,248.07,3.7314,323.29,0.905245,6.830524,0.706192,0.707905,0.921405,0.564018,7.81,52.750006,0.840833,14.88,0.681467,125.57046,705.7,32.985,2.295,2.669,0.905839,6.610027,1.593629,0.732727,,6.163521,0.001682,1,,,0.854942,0.745,2.46
1988/10/28,,0.911754,1.217881,0.927928,1.68E-07,1.204502,1.503002,247.95,3.7314,323.59,0.91281,6.880506,0.709375,0.710847,0.928797,0.566894,7.8115,52.509972,0.84785,14.87,0.685984,126.19985,704.2,32.988,2.295,2.673,0.913506,6.637508,1.593623,0.73679,,6.189006,0.001683,1,,,0.861497,0.7476,2.48
1988/10/31,,0.903611,1.21506,0.919806,,1.218792,1.489496,247.77,3.7314,323.88,0.904728,6.822479,0.703483,0.705378,0.920713,0.562048,7.8105,52.549999,0.841162,14.97,0.679655,124.699834,704.3,32.945,2.295,2.671,0.905516,6.598478,1.593619,0.730961,,6.148981,0.001683,1,,,0.853956,0.743,2.51
1988/11/01,,0.913421,1.218763,0.929225,1.70E-07,1.224497,1.504497,NaN,3.7314,324.16,0.914033,6.888974,0.709552,0.710087,0.930164,0.565865,7.812,52.339987,0.848979,14.88,0.68611,125.499461,702.7,32.99,2.295,2.6835,0.914954,6.641474,1.599224,0.73747,,6.184977,0.001684,1,,,0.862255,0.7477,2.51
1988/11/03,,0.905646,1.207729,0.921045,1.74E-07,1.224099,1.488492,247.56,3.7314,324.76,0.906415,6.835978,0.70198,0.704537,0.922695,0.561796,7.811,52.560021,0.842725,14.9,0.680998,124.269353,701.3,32.988,2.295,2.684,0.907285,6.600477,1.593618,0.731874,,6.152979,0.00169,1,,,0.855308,0.7436,2.46
1988/11/04,,0.908119,1.20192,0.924332,1.76E-07,1.222101,1.487997,247.47,3.7314,325.05,0.909485,6.858493,0.704566,0.705884,0.925517,0.561639,7.811,52.380029,0.845251,14.95,0.683013,124.399825,700.4,32.993,2.295,2.682,0.910328,6.632493,1.602559,0.733846,,6.165994,0.001693,1,,,0.857699,0.7446,2.48
1988/11/07,,0.911972,1.205695,0.927742,1.78E-07,1.236002,1.495503,247.37,3.7314,325.05,0.913014,6.881005,0.70649,0.707903,0.928751,0.563191,7.814,52.530019,0.84802,14.99,0.685209,124.750166,700.5,32.993,2.295,2.686,0.913914,6.643501,1.601281,0.735827,,6.181005,0.0017,1,,,0.860756,0.7456,2.45
1988/11/08,,0.910738,1.203806,0.925947,1.80E-07,1.234204,1.494003,247.29,3.7314,325.33,0.911329,6.868019,0.705289,0.707569,0.926984,0.562273,7.814,52.530028,0.846325,14.98,0.683997,125.200619,699.6,32.993,2.295,2.686,0.912191,6.641516,1.594905,0.735101,,6.173017,0.001705,1,,,0.85918,0.7456,2.45
1988/11/09,,0.906665,1.194596,0.921915,1.82E-07,1.233399,1.491996,247.18,3.7314,325.64,0.90703,6.839492,0.703784,0.705043,0.923459,0.5606,7.812,52.540022,0.842447,14.94,0.681722,124.519778,699.7,32.993,2.295,2.683,0.907877,6.620494,1.582273,0.732723,,6.150992,0.001706,1,,,0.85563,0.7435,2.44
1988/11/10,,0.899399,1.18273,0.915037,1.84E-07,1.225403,1.479496,247.08,3.7314,325.94,0.899976,6.794498,0.697294,0.701343,0.916981,0.557569,7.81,52.44,0.83684,14.96,0.677204,124.150235,698.2,32.993,2.295,2.678,0.901026,6.590499,1.563236,0.728055,,6.119998,0.001706,1,,,0.849553,0.7402,2.4
1988/11/11,,0.891481,1.173993,0.907046,1.86E-07,1.222002,1.465503,247.01,NaN,326.24,0.892207,6.741525,0.692969,0.695628,0.909057,0.553406,NaN,52.150018,0.829572,NaN,0.671913,123.270096,NaN,NaN,2.295,NaN,0.893179,6.553022,1.549913,0.722142,,6.071023,0.001706,1,,,0.842417,0.7346,NaN
1988/11/14,,0.893729,1.175639,0.908652,1.88E-07,1.228995,1.468498,246.28,3.7314,326.24,0.894146,6.757989,0.693266,0.697138,0.910881,0.554323,7.803,51.769984,0.830707,14.96,0.672942,123.749472,695.9,32.99,2.295,2.692,0.89508,6.606491,1.558842,0.724727,,6.087989,0.001705,1,,,0.844096,0.7386,2.41
1988/11/15,,0.891985,1.170957,0.906731,NaN,1.233302,1.4615,246.51,3.7314,326.56,0.892459,6.746989,0.690862,0.695624,0.908976,0.552882,7.812,51.969998,0.829731,14.97,0.670773,123.499486,696,32.99,2.295,2.692,0.893265,6.595489,1.55303,0.722941,,6.07649,0.001715,1,,,0.842275,0.7368,2.29
1988/11/16,,0.88886,1.17068,0.904004,1.91E-07,1.231996,1.462497,246.27,3.7314,326.86,0.889646,6.725987,0.68936,0.694615,0.906308,0.551966,7.808,51.889965,0.827297,14.94,0.668681,122.999723,695.2,32.988,2.295,2.6915,0.890406,6.57999,1.556416,0.721984,,6.068988,0.001722,1,,,0.839835,0.7369,2.39
1988/11/17,,0.878253,1.160096,0.892605,1.93E-07,1.230999,1.442008,246.62,3.7314,327.16,0.87835,6.642017,0.681249,0.688059,0.895107,0.545704,7.8045,51.930009,0.817185,14.95,0.66055,121.90048,694.4,32.98,2.295,2.692,0.879247,6.529019,1.536103,0.713617,,6.018015,0.00173,1,,,0.829469,0.7301,2.38
1988/11/18,,0.888137,1.171512,0.902769,1.95E-07,1.234002,1.459501,245.49,3.7314,327.45,0.888372,6.708018,0.688161,0.693777,0.905397,0.550814,7.806,51.439988,0.826547,15.06,0.667522,122.770459,693.6,32.985,2.295,2.6775,0.888867,6.585018,1.546796,0.720466,,6.067017,0.001743,1,,,0.838567,0.7357,2.38
1988/11/21,,0.887483,1.169597,0.901529,1.97E-07,1.2135,1.4575,245.8,3.7314,327.76,0.887503,6.700018,0.686478,0.692684,0.904254,0.550511,7.809,51.85999,0.825043,15.06,0.666438,122.450723,693.7,32.985,2.295,2.673,0.888186,6.558516,1.552803,0.719618,,6.053016,0.001744,1,,,0.837682,0.744,2.37
1988/11/22,,0.882761,1.160767,0.897378,1.99E-07,1.198008,1.453003,245.89,3.7314,328.06,0.883107,6.667027,0.682633,0.687976,0.900063,0.547437,7.8105,51.750448,0.821256,15.02,0.662823,121.470306,692.9,32.99,2.295,2.64,0.883741,6.519525,1.54203,0.716381,,6.028525,0.001746,1,,,0.833507,0.7313,2.36
1988/11/23,,0.880356,1.155801,0.894583,2.01E-07,1.203998,1.447498,246.28,3.7314,328.37,0.880441,6.646478,0.680043,0.687634,0.897312,0.546446,7.811,51.61004,0.818761,15,0.660753,121.579953,692.1,NaN,2.295,2.642,0.881193,6.50448,1.537749,0.714591,,6.01698,0.001751,1,,,0.831117,0.7303,2.35
1988/11/24,,0.877601,1.151812,0.891615,2.04E-07,1.195506,1.439509,245.98,NaN,328.66,0.877483,6.621527,0.676742,0.685621,0.893965,0.544665,NaN,51.490458,0.815507,NaN,0.658743,120.97028,NaN,NaN,2.295,NaN,0.878341,6.493523,1.531169,0.712266,,5.996524,0.001751,1,,,0.828308,NaN,NaN
